ID,Quote,Author,Tags,Tags Count,Timestamp
183,"“There are few people whom I really love, and still fewer of whom I think well. The more I see of the world, the more am I dissatisfied with it; and every day confirms my belief of the inconsistency of all human characters, and of the little dependence that can be placed on the appearance of merit or sense.”",Jane Austen,"elizabeth-bennet, jane-austen",2,2025-11-08T20:14:31.085479
184,“Some day you will be old enough to start reading fairy tales again.”,C.S. Lewis,"age, fairytales, growing-up",3,2025-11-08T20:14:31.085639
185,“We are not necessarily doubting that God will do the best for us; we are wondering how painful the best will turn out to be.”,C.S. Lewis,god,1,2025-11-08T20:14:31.085776
186,“The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.”,Mark Twain,"death, life",2,2025-11-08T20:14:31.085876
187,“A lie can travel half way around the world while the truth is putting on its shoes.”,Mark Twain,"misattributed-mark-twain, truth",2,2025-11-08T20:14:31.085966
188,"“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”",C.S. Lewis,"christianity, faith, religion, sun",4,2025-11-08T20:14:31.086069
189,"“The truth."" Dumbledore sighed. ""It is a beautiful and terrible thing, and should therefore be treated with great caution.”",J.K. Rowling,truth,1,2025-11-08T20:14:32.449596
190,"“I'm the one that's got to die when it's time for me to die, so let me live my life the way I want to.”",Jimi Hendrix,"death, life",2,2025-11-08T20:14:32.449713
191,“To die will be an awfully big adventure.”,J.M. Barrie,"adventure, love",2,2025-11-08T20:14:32.449815
192,“It takes courage to grow up and become who you really are.”,E.E. Cummings,courage,1,2025-11-08T20:14:32.449904
193,“But better to get hurt by the truth than comforted with a lie.”,Khaled Hosseini,life,1,2025-11-08T20:14:32.449990
194,“You never really understand a person until you consider things from his point of view... Until you climb inside of his skin and walk around in it.”,Harper Lee,better-life-empathy,1,2025-11-08T20:14:32.450078
195,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"books, children, difficult, grown-ups, write, writers, writing",7,2025-11-08T20:14:32.450200
196,“Never tell the truth to people who are not worthy of it.”,Mark Twain,truth,1,2025-11-08T20:14:32.450292
197,"“A person's a person, no matter how small.”",Dr. Seuss,inspirational,1,2025-11-08T20:14:32.450387
198,"“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”",George R.R. Martin,"books, mind",2,2025-11-08T20:14:32.450488
199,“There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.”,Albert Einstein,"inspirational, life, live, miracle, miracles",5,2025-11-08T20:14:34.970405
200,"“Imperfection is beauty, madness is genius and it's better to be absolutely ridiculous than absolutely boring.”",Marilyn Monroe,"be-yourself, inspirational",2,2025-11-08T20:14:34.970522
201,"“I have not failed. I've just found 10,000 ways that won't work.”",Thomas A. Edison,"edison, failure, inspirational, paraphrased",4,2025-11-08T20:14:34.970626
202,"“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”",Elie Wiesel,"activism, apathy, hate, indifference, inspirational, love, opposite, philosophy",8,2025-11-08T20:14:34.970853
203,"“To the well-organized mind, death is but the next great adventure.”",J.K. Rowling,"death, inspirational",2,2025-11-08T20:14:34.970948
204,“It is never too late to be what you might have been.”,George Eliot,inspirational,1,2025-11-08T20:14:34.971039
205,“You can never get a cup of tea large enough or a book long enough to suit me.”,C.S. Lewis,"books, inspirational, reading, tea",4,2025-11-08T20:14:34.971140
206,“Only in the darkness can you see the stars.”,Martin Luther King Jr.,"hope, inspirational",2,2025-11-08T20:14:34.971233
207,"“When one door of happiness closes, another opens; but often we look so long at the closed door that we do not see the one which has been opened for us.”",Helen Keller,inspirational,1,2025-11-08T20:14:34.971320
208,“Life isn't about finding yourself. Life is about creating yourself.”,George Bernard Shaw,"inspirational, life, yourself",3,2025-11-08T20:14:36.157297
209,"“You may say I'm a dreamer, but I'm not the only one. I hope someday you'll join us. And the world will live as one.”",John Lennon,"beatles, connection, dreamers, dreaming, dreams, hope, inspirational, peace",8,2025-11-08T20:14:36.157604
210,"“A person's a person, no matter how small.”",Dr. Seuss,inspirational,1,2025-11-08T20:14:36.157802
211,“The world as we have created it is a process of our thinking. It cannot be changed without changing our thinking.”,Albert Einstein,"change, deep-thoughts, thinking, world",4,2025-11-08T20:14:21.266785
212,"“It is our choices, Harry, that show what we truly are, far more than our abilities.”",J.K. Rowling,"abilities, choices",2,2025-11-08T20:14:21.267252
213,“There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.”,Albert Einstein,"inspirational, life, live, miracle, miracles",5,2025-11-08T20:14:21.267387
214,"“The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid.”",Jane Austen,"aliteracy, books, classic, humor",4,2025-11-08T20:14:21.267499
215,"“Imperfection is beauty, madness is genius and it's better to be absolutely ridiculous than absolutely boring.”",Marilyn Monroe,"be-yourself, inspirational",2,2025-11-08T20:14:21.267600
216,“Try not to become a man of success. Rather become a man of value.”,Albert Einstein,"adulthood, success, value",3,2025-11-08T20:14:21.267703
217,“It is better to be hated for what you are than to be loved for what you are not.”,André Gide,"life, love",2,2025-11-08T20:14:21.267800
218,"“I have not failed. I've just found 10,000 ways that won't work.”",Thomas A. Edison,"edison, failure, inspirational, paraphrased",4,2025-11-08T20:14:21.267909
219,“A woman is like a tea bag; you never know how strong it is until it's in hot water.”,Eleanor Roosevelt,misattributed-eleanor-roosevelt,1,2025-11-08T20:14:21.267999
220,"“A day without sunshine is like, you know, night.”",Steve Martin,"humor, obvious, simile",3,2025-11-08T20:14:21.268099
221,"“It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.”",J.K. Rowling,"courage, friends",2,2025-11-08T20:14:22.598644
222,"“If you can't explain it to a six year old, you don't understand it yourself.”",Albert Einstein,"simplicity, understand",2,2025-11-08T20:14:22.598763
223,"“You may not be her first, her last, or her only. She loved before she may love again. But if she loves you now, what else matters? She's not perfect—you aren't either, and the two of you may never be perfect together but if she can make you laugh, cause you to think twice, and admit to being human and making mistakes, hold onto her and give her the most you can. She may not be thinking about you every second of the day, but she will give you a part of her that she knows you can break—her heart. So don't hurt her, don't change her, don't analyze and don't expect more than she can give. Smile when she makes you happy, let her know when she makes you mad, and miss her when she's not there.”",Bob Marley,love,1,2025-11-08T20:14:22.598860
224,"“I like nonsense, it wakes up the brain cells. Fantasy is a necessary ingredient in living.”",Dr. Seuss,fantasy,1,2025-11-08T20:14:22.599100
225,"“I may not have gone where I intended to go, but I think I have ended up where I needed to be.”",Douglas Adams,"life, navigation",2,2025-11-08T20:14:22.599199
226,"“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”",Elie Wiesel,"activism, apathy, hate, indifference, inspirational, love, opposite, philosophy",8,2025-11-08T20:14:22.599324
227,"“It is not a lack of love, but a lack of friendship that makes unhappy marriages.”",Friedrich Nietzsche,"friendship, lack-of-friendship, lack-of-love, love, marriage, unhappy-marriage",6,2025-11-08T20:14:22.599438
228,"“Good friends, good books, and a sleepy conscience: this is the ideal life.”",Mark Twain,"books, contentment, friends, friendship, life",5,2025-11-08T20:14:22.599545
229,“Life is what happens to us while we are making other plans.”,Allen Saunders,"fate, life, misattributed-john-lennon, planning, plans",5,2025-11-08T20:14:22.599650
230,"“I love you without knowing how, or when, or from where. I love you simply, without problems or pride: I love you in this way because I do not know any other way of loving but this, in which there is no I or you, so intimate that your hand upon my chest is my hand, so intimate that when I fall asleep your eyes close.”",Pablo Neruda,"love, poetry",2,2025-11-08T20:14:23.790618
231,“For every minute you are angry you lose sixty seconds of happiness.”,Ralph Waldo Emerson,happiness,1,2025-11-08T20:14:23.790736
232,"“If you judge people, you have no time to love them.”",Mother Teresa,attributed-no-source,1,2025-11-08T20:14:23.790826
233,“Anyone who thinks sitting in church can make you a Christian must also think that sitting in a garage can make you a car.”,Garrison Keillor,"humor, religion",2,2025-11-08T20:14:23.790928
234,“Beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.”,Jim Henson,humor,1,2025-11-08T20:14:23.791022
